ชัยภูมิ,1,นาง,รุ่งรัตน์,อุดมรักษ์,27,ประชาธิปไตยใหม่
ชัยภูมิ,2,นาย,นฤชา,แก้วสิงห์,22,ทางเลือกใหม่
ชัยภูมิ,2,นาย,นิรวัช,ครองบัวบาน,23,พลังปวงชนไทย
ชัยภูมิ,2,นาย,จรูญ,ยศวิมลโสภา,24,เพื่อชาติ
ชัยภูมิ,2,นาย,สมชาย,วรภักดี,25,ประชาชนปฏิรูป
ชัยภูมิ,2,นาย,นําชัย,พันธุ์โชคอนันต์,26,ประชาธิปไตยใหม่
ชัยภูมิ,3,นาย,แสง,ก่องนอก,22,ประชาธิปไตยใหม่
ชัยภูมิ,3,นาง,วีณาวรรณ,เงินวิจิตรไพศาล,23,เพื่อชาติ
ชัยภูมิ,3,นาง,อมรรัตน์,วรภักดี,24,ประชาชนปฏิรปู
ชัยภูมิ,4,นาย,บุญเรือง,ไชยสงค์,19,ประชาธิปไตยใหม่
ชัยภูมิ,4,นาย,ไพฑูรย์,พูนประสิทธิ์,20,พลังปวงชนไทย
ชัยภูมิ,4,นาย,สุพิน,เวฬุวัน,21,เพื่อแผ่นดิน
ชัยภูมิ,5,นาย,สาคร,เพิ่มพูน,24,เพื่อชาติ
ชัยภูมิ,5,นาย,ปัญญา,โสโพธิ์ทอง,25,ประชาธิปไตยใหม่
ชัยภูมิ,5,นาย,ประเสริฐ,บุญโยธา,26,ทางเลือกใหม่
ชัยภูมิ,6,นาย,สมศักดิ์,ทวีชีพ,24,เพื่อชาติ
ชัยภูมิ,6,นาย,ผดุงชาติ,แก้วแกมเกษ,25,พลังปวงชนไทย
ชัยภูมิ,6,นาย,วิชวัช,ฉ่ําสันเทียะ,26,เพื่อคนไทย
ชัยภูมิ,6,นางสาว,เมธาวี,เหลื่อมศรีจันทร์,27,เศรษฐกิจใหม่
ชุมพร,1,นาย,อภิโรจน์,ปิยพันธ์รัตนกุล,15,ไทยศรีวิไลย์
ชุมพร,1,นางสาว,ชณัญชิดา,เผือกทอง,16,ประชาภิวัฒน์
ชุมพร,1,นางสาว,สิริพร,เลื่อนฉวี,17,คลองไทย
ชุมพร,2,นาย,สากล,พงษ์ประยูร,19,ไทยศรีวิไลย์
ชุมพร,2,นาย,คมการ,ศรีลาวรรณ,20,ประชาภิวัฒน์
ชุมพร,2,นาง,สมมล,ชัยวัฒน์จตุพร,21,คลองไทย
ชุมพร,3,นาย,อานนท์,อินทร์ณรงค์,17,ประชาภิวัฒน์
ชุมพร,3,นางสาว,ณคณา,ศรีคําเงิน,18,ไทยศรีวิไลย์
ชุมพร,3,นางสาว,อมรรัตน์,เลื่อนฉวี,19,คลองไทย
เชียงราย,1,นางสาว,เสาวลักษณ์,อุโมง,19,พลังไทยรักไทย
เชียงราย,2,นาย,ยก,ธิวัง,19,พลังไทยรักไทย
เชียงราย,2,นางสาว,ราตรี,เชื้อเมืองพาน,20,ภูมิใจไทย
เชียงราย,3,นาย,โสภณ,นาขวัญ,19,ประชาชนปฏิรปู
เชียงราย,3,นาย,สว่าง,โปร่งใจ,20,พลังไทยรักไทย
เชียงราย,3,นาย,ศิขร,มณีสวัสดิ์,21,ประชาธิปไตยใหม่
เชียงราย,4,นาย,ประพัฒน์,จิตสม,19,พลังไทยรักไทย
เชียงราย,5,นางสาว,อนันทิตา,บุตรตา,21,พลังไทยรักไทย
เชียงใหม่,2,นางสาว,จิราภรณ์,แสนธิยะ,19,ไทยศรีวิไลย์
เชียงใหม่,2,นางสาว,พรชนิตว์,อินทรวิเชียร,20,ประชาชนปฏิรปู
เชียงใหม่,2,นางสาว,หทัยรัตน์,จันทรส,21,เพื่อแผ่นดิน
เชียงใหม่,2,นาย,อํานาจ,โพธิ์กรุณา,22,ชาติพัฒนา
เชียงใหม่,3,นาย,นิติพัฒน์,สายรัตน์,18,เศรษฐกิจใหม่
เชียงใหม่,3,นาย,กิตติพงษ์,บัวลอยลม,19,แผ่นดินธรรม
เชียงใหม่,4,นางสาว,สุทธีรา,คําชา,19,ไทยศรีวิไลย์
เชียงใหม่,5,นาย,โอภาส,อินทจักร์,22,เพื่อแผ่นดิน
เชียงใหม่,5,นาย,วรเชษฐ์,บัวสุข,23,เศรษฐกิจใหม่
เชียงใหม่,6,นาย,ชวฤทธิ์,พญาวอณรงค์,20,ประชาธิปไตยใหม่
